Customer_ID,Customer_Name,Age,Gender,Location,Order_ID,Order_Date,Product_Category,Product_Name,Purchase_Amount ($),Payment_Method,Recency (Days),Frequency (Orders),Monetary (Total Spend $)
C0487,Customer 487,62,Female,Miami,O1487,2024-05-01,Beauty,Smartphone,736,Debit Card,24,26,19136
C0488,Customer 488,21,Female,Miami,O1488,2024-05-02,Fashion,Running Shoes,1254,PayPal,206,13,16302
C0489,Customer 489,33,Female,Houston,O1489,2024-05-03,Beauty,Handbag,1422,Debit Card,320,18,25596
C0490,Customer 490,41,Female,Houston,O1490,2024-05-04,Home Decor,Smartphone,563,Net Banking,199,3,1689
C0491,Customer 491,33,Male,Houston,O1491,2024-05-05,Electronics,Running Shoes,1680,PayPal,356,23,38640
C0492,Customer 492,19,Female,New York,O1492,2024-05-06,Fashion,Handbag,1075,PayPal,114,3,3225
C0493,Customer 493,45,Male,New York,O1493,2024-05-07,Fashion,Lipstick,685,Net Banking,280,25,17125
C0494,Customer 494,49,Male,Chicago,O1494,2024-05-08,Fashion,Handbag,882,Debit Card,155,27,23814
C0495,Customer 495,44,Male,Houston,O1495,2024-05-09,Beauty,Table Lamp,292,Net Banking,165,44,12848
C0496,Customer 496,37,Male,Miami,O1496,2024-05-10,Home Decor,Handbag,1091,Debit Card,222,27,29457
C0497,Customer 497,41,Female,Los Angeles,O1497,2024-05-11,Fashion,Table Lamp,1847,PayPal,91,39,72033
C0498,Customer 498,29,Male,Chicago,O1498,2024-05-12,Fashion,Handbag,843,PayPal,167,25,21075
C0499,Customer 499,52,Male,New York,O1499,2024-05-13,Electronics,Table Lamp,546,Net Banking,207,24,13104
C0500,Customer 500,50,Female,Chicago,O1500,2024-05-14,Electronics,Lipstick,1106,PayPal,282,8,8848
C0501,Customer 501,50,Female,Chicago,O1501,2024-05-15,Home Decor,Running Shoes,1918,Credit Card,65,9,17262
C0502,Customer 502,60,Female,Chicago,O1502,2024-05-16,Home Decor,Table Lamp,932,PayPal,4,46,42872
C0503,Customer 503,54,Male,Chicago,O1503,2024-05-17,Sports,Table Lamp,1162,Credit Card,157,37,42994
C0504,Customer 504,29,Female,Los Angeles,O1504,2024-05-18,Electronics,Lipstick,1632,PayPal,249,30,48960
C0505,Customer 505,20,Female,Houston,O1505,2024-05-19,Sports,Table Lamp,851,Net Banking,257,19,16169
C0506,Customer 506,18,Male,Miami,O1506,2024-05-20,Beauty,Smartphone,1459,Net Banking,235,16,23344
C0507,Customer 507,50,Female,Chicago,O1507,2024-05-21,Sports,Lipstick,957,Credit Card,306,24,22968
C0508,Customer 508,57,Female,Chicago,O1508,2024-05-22,Fashion,Smartphone,674,Net Banking,74,44,29656
C0509,Customer 509,27,Female,Chicago,O1509,2024-05-23,Sports,Lipstick,1727,PayPal,187,21,36267
C0510,Customer 510,60,Female,Houston,O1510,2024-05-24,Home Decor,Table Lamp,1158,PayPal,62,36,41688
C0511,Customer 511,61,Male,New York,O1511,2024-05-25,Beauty,Smartphone,76,Net Banking,337,40,3040
C0512,Customer 512,46,Female,New York,O1512,2024-05-26,Fashion,Table Lamp,15,PayPal,164,39,585
C0513,Customer 513,30,Female,Los Angeles,O1513,2024-05-27,Sports,Lipstick,646,Debit Card,56,47,30362
C0514,Customer 514,29,Male,New York,O1514,2024-05-28,Beauty,Table Lamp,323,Debit Card,111,6,1938
C0515,Customer 515,48,Female,Chicago,O1515,2024-05-29,Beauty,Smartphone,1359,PayPal,218,5,6795
C0516,Customer 516,63,Male,Chicago,O1516,2024-05-30,Fashion,Smartphone,574,Net Banking,240,14,8036
C0517,Customer 517,19,Female,Chicago,O1517,2024-05-31,Sports,Table Lamp,1611,Credit Card,21,45,72495
C0518,Customer 518,52,Male,Los Angeles,O1518,2024-06-01,Beauty,Handbag,835,Net Banking,141,42,35070
C0519,Customer 519,40,Male,Chicago,O1519,2024-06-02,Beauty,Lipstick,515,Credit Card,265,4,2060
C0520,Customer 520,34,Male,New York,O1520,2024-06-03,Electronics,Lipstick,1115,Net Banking,139,8,8920
C0521,Customer 521,43,Male,Houston,O1521,2024-06-04,Beauty,Table Lamp,1632,PayPal,70,24,39168
C0522,Customer 522,25,Female,Houston,O1522,2024-06-05,Electronics,Handbag,1035,Debit Card,118,11,11385
C0523,Customer 523,46,Male,Miami,O1523,2024-06-06,Sports,Smartphone,213,Net Banking,198,17,3621
C0524,Customer 524,43,Female,New York,O1524,2024-06-07,Sports,Running Shoes,671,Credit Card,205,21,14091
C0525,Customer 525,27,Male,Chicago,O1525,2024-06-08,Sports,Running Shoes,814,Debit Card,214,26,21164
C0526,Customer 526,43,Male,Houston,O1526,2024-06-09,Home Decor,Table Lamp,413,Credit Card,56,43,17759
C0527,Customer 527,51,Male,New York,O1527,2024-06-10,Sports,Handbag,1136,PayPal,287,48,54528
C0528,Customer 528,58,Female,Houston,O1528,2024-06-11,Beauty,Handbag,545,Debit Card,293,44,23980
C0529,Customer 529,24,Male,Chicago,O1529,2024-06-12,Fashion,Lipstick,1401,Credit Card,175,45,63045
C0530,Customer 530,21,Female,Houston,O1530,2024-06-13,Electronics,Smartphone,1245,Net Banking,347,27,33615
C0531,Customer 531,62,Female,Miami,O1531,2024-06-14,Home Decor,Handbag,586,PayPal,128,16,9376
C0532,Customer 532,28,Female,Miami,O1532,2024-06-15,Sports,Running Shoes,1994,PayPal,325,26,51844
C0533,Customer 533,46,Female,Houston,O1533,2024-06-16,Sports,Smartphone,1242,PayPal,292,33,40986
C0534,Customer 534,53,Female,New York,O1534,2024-06-17,Fashion,Smartphone,772,Net Banking,288,31,23932
C0535,Customer 535,42,Female,New York,O1535,2024-06-18,Fashion,Table Lamp,1930,Net Banking,226,48,92640
C0536,Customer 536,38,Female,New York,O1536,2024-06-19,Home Decor,Handbag,126,Debit Card,64,47,5922
C0537,Customer 537,53,Female,Houston,O1537,2024-06-20,Electronics,Table Lamp,637,Net Banking,48,6,3822
C0538,Customer 538,27,Female,New York,O1538,2024-06-21,Sports,Handbag,758,Debit Card,202,44,33352
C0539,Customer 539,54,Male,Chicago,O1539,2024-06-22,Home Decor,Lipstick,1511,PayPal,337,8,12088
C0540,Customer 540,26,Male,Miami,O1540,2024-06-23,Beauty,Table Lamp,114,Debit Card,60,7,798
C0541,Customer 541,41,Male,Chicago,O1541,2024-06-24,Beauty,Table Lamp,504,Credit Card,257,34,17136
C0542,Customer 542,52,Male,New York,O1542,2024-06-25,Home Decor,Running Shoes,1804,PayPal,65,44,79376
C0543,Customer 543,52,Male,Chicago,O1543,2024-06-26,Sports,Table Lamp,55,PayPal,239,14,770
C0544,Customer 544,53,Female,New York,O1544,2024-06-27,Home Decor,Handbag,832,Debit Card,289,16,13312
C0545,Customer 545,35,Female,Houston,O1545,2024-06-28,Sports,Running Shoes,1364,PayPal,38,43,58652
C0546,Customer 546,56,Female,Chicago,O1546,2024-06-29,Fashion,Table Lamp,1249,Net Banking,25,9,11241
C0547,Customer 547,49,Female,Houston,O1547,2024-06-30,Home Decor,Table Lamp,991,Credit Card,59,10,9910
C0548,Customer 548,41,Female,Houston,O1548,2024-07-01,Sports,Lipstick,969,Debit Card,357,17,16473
C0549,Customer 549,40,Female,Los Angeles,O1549,2024-07-02,Home Decor,Table Lamp,1525,Debit Card,297,12,18300
C0550,Customer 550,49,Female,New York,O1550,2024-07-03,Home Decor,Smartphone,1846,PayPal,158,6,11076
C0551,Customer 551,54,Male,Miami,O1551,2024-07-04,Sports,Running Shoes,1955,Net Banking,57,19,37145
C0552,Customer 552,29,Male,New York,O1552,2024-07-05,Sports,Smartphone,854,PayPal,48,43,36722
C0553,Customer 553,30,Male,Miami,O1553,2024-07-06,Electronics,Running Shoes,458,PayPal,328,41,18778
C0554,Customer 554,40,Male,New York,O1554,2024-07-07,Home Decor,Lipstick,545,Debit Card,56,29,15805
C0555,Customer 555,42,Female,Houston,O1555,2024-07-08,Beauty,Table Lamp,520,PayPal,65,6,3120
C0556,Customer 556,52,Female,Chicago,O1556,2024-07-09,Home Decor,Table Lamp,1491,Credit Card,268,25,37275
C0557,Customer 557,58,Female,Chicago,O1557,2024-07-10,Home Decor,Table Lamp,1580,PayPal,69,24,37920
C0558,Customer 558,47,Male,Los Angeles,O1558,2024-07-11,Sports,Running Shoes,1569,PayPal,216,25,39225
C0559,Customer 559,34,Female,Miami,O1559,2024-07-12,Home Decor,Table Lamp,549,Debit Card,89,16,8784
C0560,Customer 560,37,Female,Miami,O1560,2024-07-13,Home Decor,Smartphone,1517,PayPal,281,16,24272
C0561,Customer 561,42,Female,Miami,O1561,2024-07-14,Beauty,Table Lamp,25,Net Banking,257,6,150
C0562,Customer 562,39,Male,Houston,O1562,2024-07-15,Sports,Lipstick,1604,Debit Card,160,37,59348
C0563,Customer 563,30,Female,Miami,O1563,2024-07-16,Home Decor,Smartphone,252,PayPal,234,21,5292
C0564,Customer 564,36,Male,Chicago,O1564,2024-07-17,Fashion,Table Lamp,1983,Credit Card,131,4,7932
C0565,Customer 565,53,Male,Houston,O1565,2024-07-18,Electronics,Table Lamp,1240,Credit Card,49,34,42160
C0566,Customer 566,29,Male,New York,O1566,2024-07-19,Beauty,Handbag,921,Debit Card,147,28,25788
C0567,Customer 567,58,Male,Miami,O1567,2024-07-20,Home Decor,Running Shoes,1304,Debit Card,316,38,49552
C0568,Customer 568,36,Female,Miami,O1568,2024-07-21,Fashion,Smartphone,770,PayPal,2,41,31570
C0569,Customer 569,29,Male,New York,O1569,2024-07-22,Home Decor,Handbag,1812,Net Banking,329,28,50736
C0570,Customer 570,26,Male,Miami,O1570,2024-07-23,Home Decor,Lipstick,714,PayPal,145,17,12138
C0571,Customer 571,24,Female,New York,O1571,2024-07-24,Sports,Running Shoes,1880,Credit Card,61,14,26320
C0572,Customer 572,45,Female,Houston,O1572,2024-07-25,Sports,Smartphone,1763,Net Banking,273,7,12341
C0573,Customer 573,31,Male,Chicago,O1573,2024-07-26,Sports,Table Lamp,124,Net Banking,49,22,2728
C0574,Customer 574,48,Female,New York,O1574,2024-07-27,Fashion,Smartphone,1613,Net Banking,332,1,1613
C0575,Customer 575,36,Male,Los Angeles,O1575,2024-07-28,Home Decor,Table Lamp,1332,PayPal,131,29,38628
C0576,Customer 576,64,Male,New York,O1576,2024-07-29,Electronics,Running Shoes,1870,Credit Card,43,31,57970
C0577,Customer 577,33,Male,Miami,O1577,2024-07-30,Beauty,Table Lamp,1516,Debit Card,57,30,45480
C0578,Customer 578,22,Male,Houston,O1578,2024-07-31,Sports,Lipstick,406,PayPal,50,15,6090
C0579,Customer 579,52,Female,Houston,O1579,2024-08-01,Sports,Table Lamp,403,Debit Card,178,18,7254
C0580,Customer 580,29,Male,New York,O1580,2024-08-02,Home Decor,Lipstick,1108,Net Banking,293,35,38780
C0581,Customer 581,42,Female,Chicago,O1581,2024-08-03,Home Decor,Running Shoes,987,Net Banking,46,30,29610
C0582,Customer 582,38,Female,Los Angeles,O1582,2024-08-04,Fashion,Running Shoes,1515,PayPal,170,34,51510
C0583,Customer 583,53,Female,Houston,O1583,2024-08-05,Fashion,Smartphone,1136,Credit Card,271,42,47712
C0584,Customer 584,40,Female,Miami,O1584,2024-08-06,Sports,Lipstick,306,Net Banking,336,11,3366
C0585,Customer 585,33,Male,Miami,O1585,2024-08-07,Home Decor,Lipstick,1011,Debit Card,139,27,27297
C0586,Customer 586,56,Female,Chicago,O1586,2024-08-08,Electronics,Handbag,187,Debit Card,247,24,4488
C0587,Customer 587,62,Male,Houston,O1587,2024-08-09,Beauty,Handbag,1248,PayPal,148,35,43680
C0588,Customer 588,59,Female,New York,O1588,2024-08-10,Home Decor,Handbag,976,Debit Card,230,39,38064
C0589,Customer 589,56,Female,Miami,O1589,2024-08-11,Home Decor,Table Lamp,324,Credit Card,280,8,2592
C0590,Customer 590,31,Male,Chicago,O1590,2024-08-12,Fashion,Handbag,1072,Net Banking,125,18,19296
C0591,Customer 591,48,Male,Houston,O1591,2024-08-13,Beauty,Lipstick,268,Debit Card,192,13,3484
C0592,Customer 592,22,Male,Houston,O1592,2024-08-14,Sports,Table Lamp,1749,Debit Card,80,45,78705
C0593,Customer 593,52,Female,Houston,O1593,2024-08-15,Home Decor,Running Shoes,16,Net Banking,94,24,384
C0594,Customer 594,40,Female,Houston,O1594,2024-08-16,Sports,Smartphone,58,PayPal,226,23,1334
C0595,Customer 595,46,Male,Houston,O1595,2024-08-17,Home Decor,Handbag,1571,Debit Card,65,12,18852
C0596,Customer 596,60,Male,Miami,O1596,2024-08-18,Sports,Running Shoes,170,PayPal,88,49,8330
C0597,Customer 597,28,Male,Chicago,O1597,2024-08-19,Beauty,Lipstick,1902,PayPal,88,30,57060
C0598,Customer 598,35,Male,Houston,O1598,2024-08-20,Fashion,Smartphone,185,Debit Card,201,31,5735
C0599,Customer 599,64,Female,Los Angeles,O1599,2024-08-21,Beauty,Running Shoes,1624,Credit Card,214,28,45472
C0600,Customer 600,29,Male,Los Angeles,O1600,2024-08-22,Electronics,Smartphone,1035,PayPal,204,22,22770
C0601,Customer 601,26,Male,Chicago,O1601,2024-08-23,Fashion,Handbag,1010,Debit Card,89,44,44440
C0602,Customer 602,27,Male,New York,O1602,2024-08-24,Beauty,Lipstick,1928,PayPal,61,28,53984
C0603,Customer 603,61,Male,New York,O1603,2024-08-25,Electronics,Smartphone,464,Net Banking,271,13,6032
C0604,Customer 604,34,Female,New York,O1604,2024-08-26,Home Decor,Running Shoes,1961,Credit Card,94,25,49025
C0605,Customer 605,55,Male,Los Angeles,O1605,2024-08-27,Home Decor,Handbag,1677,Credit Card,307,44,73788
C0606,Customer 606,24,Female,New York,O1606,2024-08-28,Sports,Handbag,285,Net Banking,27,46,13110
C0607,Customer 607,63,Male,Miami,O1607,2024-08-29,Fashion,Running Shoes,507,Net Banking,214,7,3549
C0608,Customer 608,30,Male,Houston,O1608,2024-08-30,Home Decor,Running Shoes,1662,PayPal,74,45,74790
C0609,Customer 609,57,Female,Los Angeles,O1609,2024-08-31,Fashion,Smartphone,685,Net Banking,61,6,4110
C0610,Customer 610,59,Male,Chicago,O1610,2024-09-01,Home Decor,Table Lamp,1833,Credit Card,186,24,43992
C0611,Customer 611,26,Female,Chicago,O1611,2024-09-02,Sports,Handbag,1061,Net Banking,31,19,20159
C0612,Customer 612,44,Female,Houston,O1612,2024-09-03,Beauty,Smartphone,1366,Debit Card,219,19,25954
C0613,Customer 613,19,Male,Los Angeles,O1613,2024-09-04,Sports,Running Shoes,1034,Debit Card,12,36,37224
C0614,Customer 614,22,Female,New York,O1614,2024-09-05,Electronics,Smartphone,1221,PayPal,302,9,10989
C0615,Customer 615,46,Female,New York,O1615,2024-09-06,Home Decor,Running Shoes,65,Credit Card,32,48,3120
C0616,Customer 616,54,Female,Miami,O1616,2024-09-07,Electronics,Lipstick,556,Debit Card,160,36,20016
C0617,Customer 617,55,Female,Miami,O1617,2024-09-08,Electronics,Running Shoes,1145,Net Banking,237,38,43510
C0618,Customer 618,36,Female,New York,O1618,2024-09-09,Fashion,Running Shoes,1831,Debit Card,227,40,73240
C0619,Customer 619,25,Female,Chicago,O1619,2024-09-10,Home Decor,Running Shoes,1343,Debit Card,181,29,38947
C0620,Customer 620,62,Female,Chicago,O1620,2024-09-11,Electronics,Table Lamp,45,PayPal,317,24,1080
C0621,Customer 621,18,Female,Miami,O1621,2024-09-12,Beauty,Running Shoes,448,Net Banking,46,48,21504
C0622,Customer 622,39,Male,Houston,O1622,2024-09-13,Electronics,Handbag,1762,Net Banking,341,5,8810
C0623,Customer 623,34,Male,New York,O1623,2024-09-14,Beauty,Handbag,1625,Net Banking,80,42,68250
C0624,Customer 624,24,Female,Miami,O1624,2024-09-15,Fashion,Smartphone,1859,PayPal,135,45,83655
C0625,Customer 625,42,Male,Miami,O1625,2024-09-16,Electronics,Table Lamp,604,Net Banking,260,26,15704
C0626,Customer 626,62,Female,New York,O1626,2024-09-17,Sports,Smartphone,1610,Net Banking,308,14,22540
C0627,Customer 627,21,Female,New York,O1627,2024-09-18,Fashion,Handbag,1358,Debit Card,247,39,52962
C0628,Customer 628,53,Male,Chicago,O1628,2024-09-19,Beauty,Handbag,1673,Debit Card,159,29,48517
C0629,Customer 629,23,Female,Houston,O1629,2024-09-20,Fashion,Lipstick,316,Net Banking,203,6,1896
C0630,Customer 630,48,Female,Houston,O1630,2024-09-21,Electronics,Running Shoes,1567,Credit Card,112,7,10969
C0631,Customer 631,36,Female,New York,O1631,2024-09-22,Home Decor,Handbag,1761,Credit Card,292,37,65157
C0632,Customer 632,61,Female,Los Angeles,O1632,2024-09-23,Home Decor,Smartphone,628,Net Banking,310,18,11304
C0633,Customer 633,56,Male,Miami,O1633,2024-09-24,Beauty,Smartphone,1142,Credit Card,119,23,26266
C0634,Customer 634,44,Female,Miami,O1634,2024-09-25,Beauty,Running Shoes,1405,PayPal,17,44,61820
C0635,Customer 635,27,Female,New York,O1635,2024-09-26,Home Decor,Running Shoes,366,Debit Card,331,38,13908
C0636,Customer 636,43,Female,Los Angeles,O1636,2024-09-27,Beauty,Lipstick,190,PayPal,227,1,190
C0637,Customer 637,36,Male,Chicago,O1637,2024-09-28,Fashion,Table Lamp,1389,Debit Card,361,4,5556
C0638,Customer 638,56,Female,New York,O1638,2024-09-29,Sports,Smartphone,1709,Credit Card,117,44,75196
C0639,Customer 639,20,Male,New York,O1639,2024-09-30,Sports,Running Shoes,77,Credit Card,43,47,3619
C0640,Customer 640,62,Male,Miami,O1640,2024-10-01,Fashion,Smartphone,301,Net Banking,115,35,10535
C0641,Customer 641,30,Female,New York,O1641,2024-10-02,Sports,Running Shoes,701,Credit Card,283,23,16123
C0642,Customer 642,45,Female,New York,O1642,2024-10-03,Electronics,Handbag,190,Credit Card,37,27,5130
C0643,Customer 643,37,Male,New York,O1643,2024-10-04,Fashion,Smartphone,1499,Net Banking,302,26,38974
C0644,Customer 644,45,Female,Miami,O1644,2024-10-05,Beauty,Handbag,443,Net Banking,113,8,3544
C0645,Customer 645,25,Male,Chicago,O1645,2024-10-06,Fashion,Smartphone,1497,Debit Card,35,43,64371
C0646,Customer 646,58,Male,Chicago,O1646,2024-10-07,Home Decor,Table Lamp,1714,Credit Card,132,16,27424
C0647,Customer 647,56,Female,New York,O1647,2024-10-08,Beauty,Lipstick,923,Debit Card,336,41,37843
C0648,Customer 648,18,Female,Miami,O1648,2024-10-09,Home Decor,Handbag,1567,Debit Card,336,3,4701
C0649,Customer 649,20,Male,Chicago,O1649,2024-10-10,Beauty,Running Shoes,75,PayPal,228,32,2400
C0650,Customer 650,30,Male,Chicago,O1650,2024-10-11,Sports,Table Lamp,1054,Credit Card,147,5,5270
C0651,Customer 651,45,Male,Chicago,O1651,2024-10-12,Fashion,Smartphone,1645,Credit Card,122,20,32900
C0652,Customer 652,42,Male,Miami,O1652,2024-10-13,Electronics,Handbag,393,PayPal,81,14,5502
C0653,Customer 653,50,Female,Miami,O1653,2024-10-14,Beauty,Smartphone,1845,Debit Card,173,32,59040
C0654,Customer 654,55,Female,New York,O1654,2024-10-15,Beauty,Smartphone,1648,Credit Card,154,26,42848
C0655,Customer 655,23,Female,Houston,O1655,2024-10-16,Home Decor,Smartphone,1592,Debit Card,150,47,74824
C0656,Customer 656,61,Female,Chicago,O1656,2024-10-17,Sports,Lipstick,48,PayPal,58,6,288
C0657,Customer 657,62,Female,Houston,O1657,2024-10-18,Home Decor,Lipstick,1318,Net Banking,63,36,47448
C0658,Customer 658,49,Male,Miami,O1658,2024-10-19,Home Decor,Running Shoes,831,Debit Card,156,40,33240
C0659,Customer 659,62,Female,Miami,O1659,2024-10-20,Sports,Handbag,611,Credit Card,356,5,3055
C0660,Customer 660,64,Female,Miami,O1660,2024-10-21,Electronics,Table Lamp,1630,Net Banking,322,13,21190
C0661,Customer 661,38,Female,Houston,O1661,2024-10-22,Home Decor,Table Lamp,794,Debit Card,168,32,25408
C0662,Customer 662,33,Female,Miami,O1662,2024-10-23,Home Decor,Table Lamp,1369,Debit Card,166,16,21904
C0663,Customer 663,38,Female,New York,O1663,2024-10-24,Beauty,Smartphone,1221,Net Banking,85,1,1221
C0664,Customer 664,28,Male,Miami,O1664,2024-10-25,Sports,Lipstick,680,Net Banking,137,13,8840
C0665,Customer 665,54,Male,Los Angeles,O1665,2024-10-26,Fashion,Handbag,1276,Net Banking,189,11,14036
C0666,Customer 666,53,Male,Houston,O1666,2024-10-27,Electronics,Smartphone,1106,Credit Card,2,8,8848
C0667,Customer 667,52,Female,Los Angeles,O1667,2024-10-28,Electronics,Lipstick,488,Credit Card,106,25,12200
C0668,Customer 668,36,Male,Miami,O1668,2024-10-29,Sports,Lipstick,570,Debit Card,364,40,22800
C0669,Customer 669,37,Male,New York,O1669,2024-10-30,Beauty,Handbag,110,Debit Card,72,32,3520
C0670,Customer 670,35,Female,Chicago,O1670,2024-10-31,Beauty,Handbag,523,PayPal,126,24,12552
C0671,Customer 671,64,Female,Miami,O1671,2024-11-01,Sports,Handbag,1789,Credit Card,170,28,50092
C0672,Customer 672,58,Female,New York,O1672,2024-11-02,Beauty,Smartphone,185,Debit Card,205,14,2590
C0673,Customer 673,31,Male,Houston,O1673,2024-11-03,Electronics,Running Shoes,247,Net Banking,313,45,11115
C0674,Customer 674,32,Male,Los Angeles,O1674,2024-11-04,Electronics,Handbag,919,Net Banking,337,3,2757
C0675,Customer 675,48,Female,Los Angeles,O1675,2024-11-05,Fashion,Running Shoes,1092,Credit Card,195,36,39312
C0676,Customer 676,18,Female,Los Angeles,O1676,2024-11-06,Sports,Smartphone,1898,Net Banking,158,27,51246
C0677,Customer 677,20,Male,Houston,O1677,2024-11-07,Home Decor,Running Shoes,1132,PayPal,141,20,22640
C0678,Customer 678,33,Male,New York,O1678,2024-11-08,Home Decor,Table Lamp,1987,Debit Card,275,47,93389
C0679,Customer 679,40,Female,Houston,O1679,2024-11-09,Fashion,Running Shoes,880,Debit Card,7,15,13200
C0680,Customer 680,28,Female,Los Angeles,O1680,2024-11-10,Fashion,Handbag,1987,Debit Card,54,27,53649
C0681,Customer 681,29,Male,Miami,O1681,2024-11-11,Beauty,Smartphone,504,Credit Card,104,45,22680
C0682,Customer 682,27,Female,Chicago,O1682,2024-11-12,Fashion,Handbag,956,Net Banking,342,41,39196
C0683,Customer 683,49,Male,Houston,O1683,2024-11-13,Fashion,Table Lamp,1547,PayPal,338,28,43316
C0684,Customer 684,33,Male,Houston,O1684,2024-11-14,Home Decor,Handbag,764,Credit Card,61,25,19100
C0685,Customer 685,25,Male,New York,O1685,2024-11-15,Beauty,Handbag,1330,Debit Card,87,42,55860
C0686,Customer 686,55,Male,New York,O1686,2024-11-16,Fashion,Handbag,220,PayPal,258,44,9680
C0687,Customer 687,29,Female,Houston,O1687,2024-11-17,Fashion,Lipstick,1156,Debit Card,178,46,53176
C0688,Customer 688,41,Female,Los Angeles,O1688,2024-11-18,Beauty,Table Lamp,1262,Debit Card,242,33,41646
C0689,Customer 689,45,Male,Chicago,O1689,2024-11-19,Sports,Handbag,1627,Credit Card,203,46,74842
C0690,Customer 690,25,Male,New York,O1690,2024-11-20,Beauty,Handbag,1689,Debit Card,31,14,23646
C0691,Customer 691,45,Male,Los Angeles,O1691,2024-11-21,Home Decor,Handbag,1421,PayPal,289,8,11368
C0692,Customer 692,53,Male,Miami,O1692,2024-11-22,Sports,Smartphone,149,Debit Card,80,48,7152
C0693,Customer 693,43,Male,New York,O1693,2024-11-23,Electronics,Lipstick,550,Net Banking,11,14,7700
C0694,Customer 694,25,Female,Los Angeles,O1694,2024-11-24,Beauty,Smartphone,1424,Debit Card,254,1,1424
C0695,Customer 695,45,Female,Los Angeles,O1695,2024-11-25,Home Decor,Lipstick,279,Credit Card,287,16,4464
C0696,Customer 696,45,Female,Chicago,O1696,2024-11-26,Sports,Handbag,1792,PayPal,176,18,32256
C0697,Customer 697,54,Female,Chicago,O1697,2024-11-27,Beauty,Table Lamp,1045,Credit Card,126,7,7315
C0698,Customer 698,58,Male,Miami,O1698,2024-11-28,Fashion,Running Shoes,1900,Net Banking,47,15,28500
C0699,Customer 699,53,Male,Los Angeles,O1699,2024-11-29,Beauty,Running Shoes,1422,Debit Card,206,24,34128
C0700,Customer 700,44,Male,Los Angeles,O1700,2024-11-30,Electronics,Handbag,1370,Credit Card,107,49,67130
C0701,Customer 701,34,Male,Chicago,O1701,2024-12-01,Beauty,Smartphone,515,Credit Card,275,13,6695
C0702,Customer 702,26,Male,New York,O1702,2024-12-02,Sports,Table Lamp,1139,Credit Card,337,9,10251
C0703,Customer 703,50,Female,New York,O1703,2024-12-03,Sports,Lipstick,41,Credit Card,123,15,615
C0704,Customer 704,37,Male,Houston,O1704,2024-12-04,Beauty,Handbag,1107,Net Banking,134,35,38745
C0705,Customer 705,30,Female,Chicago,O1705,2024-12-05,Sports,Table Lamp,1204,Net Banking,107,24,28896
C0706,Customer 706,45,Female,Houston,O1706,2024-12-06,Fashion,Table Lamp,1882,Debit Card,305,33,62106
C0707,Customer 707,46,Female,Chicago,O1707,2024-12-07,Beauty,Lipstick,1102,Debit Card,329,16,17632
C0708,Customer 708,30,Female,Miami,O1708,2024-12-08,Fashion,Table Lamp,822,PayPal,50,8,6576
C0709,Customer 709,63,Male,Los Angeles,O1709,2024-12-09,Fashion,Smartphone,371,Net Banking,337,29,10759
C0710,Customer 710,52,Female,Miami,O1710,2024-12-10,Home Decor,Smartphone,1682,Credit Card,95,23,38686
C0711,Customer 711,23,Female,Chicago,O1711,2024-12-11,Beauty,Smartphone,1466,Credit Card,268,45,65970
C0712,Customer 712,35,Female,Los Angeles,O1712,2024-12-12,Sports,Table Lamp,938,PayPal,23,31,29078
C0713,Customer 713,22,Male,New York,O1713,2024-12-13,Fashion,Smartphone,109,Credit Card,54,40,4360
C0714,Customer 714,64,Male,New York,O1714,2024-12-14,Home Decor,Lipstick,1691,PayPal,254,49,82859
C0715,Customer 715,42,Male,Houston,O1715,2024-12-15,Beauty,Table Lamp,18,Debit Card,235,14,252
C0716,Customer 716,19,Female,Chicago,O1716,2024-12-16,Beauty,Running Shoes,1607,Net Banking,59,30,48210
C0717,Customer 717,27,Female,Chicago,O1717,2024-12-17,Electronics,Table Lamp,706,PayPal,164,39,27534
C0718,Customer 718,47,Male,New York,O1718,2024-12-18,Electronics,Lipstick,1062,Credit Card,259,27,28674
C0719,Customer 719,62,Female,Miami,O1719,2024-12-19,Fashion,Running Shoes,1926,PayPal,314,47,90522
C0720,Customer 720,22,Male,Los Angeles,O1720,2024-12-20,Electronics,Table Lamp,1147,Debit Card,216,16,18352
C0721,Customer 721,50,Male,Miami,O1721,2024-12-21,Fashion,Smartphone,471,Credit Card,183,6,2826
C0722,Customer 722,18,Female,Miami,O1722,2024-12-22,Sports,Handbag,930,Debit Card,57,33,30690
C0723,Customer 723,35,Female,New York,O1723,2024-12-23,Fashion,Handbag,1176,Debit Card,145,44,51744
C0724,Customer 724,49,Female,New York,O1724,2024-12-24,Electronics,Smartphone,399,PayPal,90,18,7182
C0725,Customer 725,64,Female,New York,O1725,2024-12-25,Sports,Handbag,641,Debit Card,311,16,10256
C0726,Customer 726,28,Male,Houston,O1726,2024-12-26,Electronics,Handbag,691,Credit Card,45,12,8292
C0727,Customer 727,38,Male,Miami,O1727,2024-12-27,Fashion,Smartphone,166,Debit Card,257,20,3320
C0728,Customer 728,43,Male,Chicago,O1728,2024-12-28,Home Decor,Smartphone,344,Debit Card,21,45,15480
C0729,Customer 729,42,Male,Los Angeles,O1729,2024-12-29,Beauty,Table Lamp,1894,PayPal,21,40,75760
C0730,Customer 730,39,Male,Houston,O1730,2024-12-30,Electronics,Table Lamp,269,Debit Card,52,29,7801
